name,type,frameType,race,banlist_info.ban_tcg,atk,def,level,attribute,views,upvotes,downvotes,net_votes
Jar Robber,Spell Card,spell,Quick-Play,,,,,,90982,1,4,-3
Jar Turtle,Effect Monster,effect,Reptile,,200.0,2100.0,4.0,WATER,57284,5,1,4
Javelin Beetle,Ritual Monster,ritual,Insect,,2450.0,2550.0,8.0,EARTH,27608,3,1,2
Javelin Beetle Pact,Spell Card,spell,Ritual,,,,,,19246,1,0,1
Jawsman,Effect Monster,effect,Beast-Warrior,,2600.0,1600.0,6.0,WATER,35485,1,2,-1
Jelly Cannon,Trap Card,trap,Normal,,,,,,60027,4,0,4
Jellyfish,Normal Monster,normal,Aqua,,1200.0,1500.0,4.0,WATER,191127,8,1,7
"Jenis, Lightsworn Mender",Effect Monster,effect,Spellcaster,,300.0,2100.0,4.0,LIGHT,78022,2,0,2
Jerry Beans Man,Normal Monster,normal,Plant,,1750.0,0.0,3.0,EARTH,85491,12,0,12
Jester Confit,Effect Monster,effect,Spellcaster,,0.0,0.0,1.0,DARK,423283,4,1,3
Jester Lord,Effect Monster,effect,Spellcaster,,0.0,0.0,1.0,DARK,35637,4,0,4
Jet Synchron,Tuner Monster,effect,Machine,,500.0,0.0,1.0,FIRE,1120922,14,5,9
Jet Warrior,Synchro Monster,synchro,Warrior,,2100.0,1200.0,5.0,FIRE,95211,7,1,6
Jetroid,Effect Monster,effect,Machine,,1200.0,1800.0,4.0,WIND,85875,3,0,3
Jewels of the Valiant,Spell Card,spell,Continuous,,,,,,20479,1,0,1
"Jiaotu, Darkness of the Yang Zing",Tuner Monster,effect,Wyrm,,0.0,2000.0,2.0,DARK,90203,2,3,-1
Jigabyte,Effect Monster,effect,Reptile,,1500.0,200.0,4.0,WATER,171536,2,2,0
Jigen Bakudan,Flip Effect Monster,effect,Pyro,,200.0,1000.0,2.0,FIRE,220900,3,1,2
Jinzo,Effect Monster,effect,Machine,,2400.0,1500.0,6.0,DARK,1163599,123,32,91
Jinzo - Jector,Effect Monster,effect,Machine,,800.0,2000.0,4.0,DARK,116984,6,4,2
Jinzo - Layered,XYZ Monster,xyz,Machine,,2400.0,1500.0,6.0,DARK,89372,8,1,7
Jinzo - Lord,Effect Monster,effect,Machine,,2600.0,1600.0,8.0,DARK,101920,8,0,8
Jinzo - Returner,Effect Monster,effect,Machine,,600.0,1400.0,3.0,DARK,104119,5,1,4
Jinzo #7,Effect Monster,effect,Machine,,500.0,400.0,2.0,DARK,216036,5,4,1
Jinzo the Machine Menace,Effect Monster,effect,Machine,,2400.0,1500.0,7.0,DARK,112456,6,1,5
Jioh the Gravity Ninja,Effect Monster,effect,Rock,,2300.0,2900.0,8.0,EARTH,91328,0,0,0
Jirai Gumo,Effect Monster,effect,Insect,,2200.0,100.0,4.0,EARTH,497861,7,3,4
"Jizukiru, the Star Destroying Kaiju",Effect Monster,effect,Machine,,3300.0,2600.0,10.0,LIGHT,1523982,8,6,2
"JJ ""Kewl Tune""",Spell Card,spell,Field,,,,,,164283,0,0,0
Joker's Straight,Spell Card,spell,Normal,,,,,,138998,5,0,5
Jolt Counter,Trap Card,trap,Counter,,,,,,34789,3,1,2
Jongleur-Ghoul Illusionist,Normal Monster,normal,Illusion,,2000.0,0.0,4.0,DARK,29733,0,0,0
"Jormungandr, Generaider Boss of Eternity",XYZ Monster,xyz,Reptile,,-1.0,-1.0,9.0,EARTH,241589,10,0,10
Jormungardr the Nordic Serpent,Effect Monster,effect,Dragon,,3000.0,3000.0,8.0,DARK,60961,3,0,3
Joruri-P.U.N.K. Dangerous Gabu,Trap Card,trap,Normal,,,,,,149849,0,0,0
Joruri-P.U.N.K. Madame Spider,Tuner Monster,effect,Psychic,,900.0,600.0,3.0,EARTH,221190,0,0,0
Joruri-P.U.N.K. Nashiwari Surprise,Trap Card,trap,Normal,,,,,,79050,0,0,0
Jowgen the Spiritualist,Effect Monster,effect,Spellcaster,Forbidden,200.0,1300.0,3.0,LIGHT,481417,7,1,6
Jowls of Dark Demise,Flip Effect Monster,effect,Fiend,,200.0,100.0,2.0,WATER,103012,4,0,4
Joyous Melffys,XYZ Monster,xyz,Beast,,2000.0,500.0,2.0,EARTH,187546,4,0,4
Judge Man,Normal Monster,normal,Warrior,,2200.0,1500.0,6.0,EARTH,119471,20,12,8
Judge of the Ice Barrier,Effect Monster,effect,Warrior,,1800.0,900.0,4.0,WATER,35471,2,4,-2
Judgment Dragon,Effect Monster,effect,Dragon,,3000.0,2600.0,8.0,LIGHT,413886,43,16,27
Judgment of Anubis,Trap Card,trap,Counter,,,,,,254761,45,0,45
Judgment of the Branded,Trap Card,trap,Normal,,,,,,53946,0,0,0
Judgment of the Desert,Trap Card,trap,Continuous,,,,,,54480,1,1,0
Judgment of the Pharaoh,Trap Card,trap,Normal,,,,,,33740,8,1,7
Judgment of Thunder,Trap Card,trap,Normal,,,,,,52754,1,0,1
"Judgment, the Dragon of Heaven",Synchro Monster,synchro,Dragon,,3000.0,2600.0,8.0,LIGHT,81235,10,4,6
Jumbo Drill,Effect Monster,effect,Machine,,1800.0,100.0,4.0,EARTH,19827,1,1,0
Jungle Dweller,Effect Monster,effect,Fiend,,2500.0,1800.0,8.0,DARK,15358,0,0,0
Junk Anchor,Tuner Monster,effect,Warrior,,0.0,0.0,2.0,EARTH,109897,3,0,3
Junk Archer,Synchro Monster,synchro,Warrior,,2300.0,2000.0,7.0,EARTH,226980,5,0,5
Junk Armor,Effect Monster,effect,Warrior,,600.0,1200.0,2.0,EARTH,32683,0,0,0
Junk Barrage,Spell Card,spell,Equip,,,,,,112270,2,1,1
Junk Berserker,Synchro Monster,synchro,Warrior,,2700.0,1800.0,7.0,WIND,117694,9,2,7
Junk Blader,Effect Monster,effect,Warrior,,1800.0,1000.0,4.0,EARTH,60616,4,1,3
Junk Box,Spell Card,spell,Normal,,,,,,69912,1,0,1
Junk Breaker,Effect Monster,effect,Warrior,,1800.0,1000.0,4.0,EARTH,76221,2,1,1
Junk Changer,Tuner Monster,effect,Warrior,,1500.0,900.0,3.0,EARTH,58533,4,0,4
Junk Collector,Effect Monster,effect,Warrior,,1000.0,2200.0,5.0,LIGHT,43210,4,0,4
Junk Connector,Link Monster,link,Warrior,,1700.0,,0.0,DARK,72598,9,4,5
Junk Converter,Effect Monster,effect,Warrior,,400.0,200.0,2.0,EARTH,572010,7,1,6
Junk Defender,Effect Monster,effect,Warrior,,500.0,1800.0,3.0,EARTH,81794,1,4,-3
Junk Destroyer,Synchro Monster,synchro,Warrior,,2600.0,2500.0,8.0,EARTH,176919,8,4,4
Junk Dragonlet,Effect Monster,effect,Machine,,2100.0,1800.0,5.0,EARTH,19111,0,0,0
Junk Forward,Effect Monster,effect,Warrior,,900.0,1500.0,3.0,EARTH,521964,6,0,6
Junk Gardna,Synchro Monster,synchro,Warrior,,1400.0,2600.0,6.0,EARTH,103720,7,1,6
Junk Giant,Effect Monster,effect,Machine,,2000.0,2400.0,6.0,EARTH,84454,2,1,1
Junk Mail,Tuner Monster,effect,Warrior,,400.0,100.0,1.0,EARTH,15718,0,0,0
Junk Meister,Effect Monster,effect,Warrior,,100.0,2300.0,4.0,EARTH,55556,0,0,0
Junk Puppet,Spell Card,spell,Normal,,,,,,97098,4,3,1
Junk Servant,Effect Monster,effect,Warrior,,1500.0,1000.0,4.0,EARTH,190088,4,0,4
Junk Signal,Spell Card,spell,Quick-Play,,,,,,38210,0,0,0
Junk Sleep,Trap Card,trap,Continuous,,,,,,67768,10,1,9
Junk Speeder,Synchro Monster,synchro,Warrior,,1800.0,1000.0,5.0,WIND,479845,17,8,9
Junk Synchron,Tuner Monster,effect,Warrior,,1300.0,500.0,3.0,DARK,922373,25,10,15
Junk Warrior,Synchro Monster,synchro,Warrior,,2300.0,1300.0,5.0,DARK,341559,28,4,24
Junk Warrior Extreme,Synchro Monster,synchro,Warrior,,2900.0,2300.0,8.0,DARK,37555,0,0,0
Junk Warrior/Assault Mode,Effect Monster,effect,Warrior,,2800.0,1800.0,7.0,DARK,22970,0,0,0
Junkuriboh,Effect Monster,effect,Machine,,300.0,200.0,1.0,EARTH,113209,5,0,5
Junoldo the Shadespirit Power Patron,Pendulum Effect Monster,effect_pendulum,Fiend,,300.0,200.0,10.0,DARK,253052,0,0,0
Junora the Power Patron of Tuning,Synchro Monster,synchro,Fiend,,3100.0,3800.0,10.0,FIRE,186181,0,0,0
Jupiter the Power Patron of Destruction,XYZ Monster,xyz,Machine,,3500.0,2500.0,10.0,WIND,230594,0,0,0
Jupredo the Shademachine Power Patron,Pendulum Effect Monster,effect_pendulum,Machine,,300.0,200.0,10.0,DARK,280359,0,0,0
Juragedo,Effect Monster,effect,Fiend,,1700.0,1300.0,4.0,DARK,196913,9,3,6
"Juraishin, the Cursed Thunder God",Synchro Monster,synchro,Psychic,,3100.0,3100.0,11.0,EARTH,281265,0,0,0
Jurassic Impact,Trap Card,trap,Normal,,,,,,22507,0,0,0
Jurassic Power,Spell Card,spell,Continuous,,,,,,33089,0,0,0
Jurassic World,Spell Card,spell,Field,,,,,,64914,3,0,3
Jurrac Aeolo,Tuner Monster,effect,Dinosaur,,200.0,200.0,1.0,FIRE,280639,3,1,2
Jurrac Astero,Synchro Monster,synchro,Dinosaur,,2500.0,2300.0,10.0,FIRE,261737,0,0,0
Jurrac Brachis,Tuner Monster,effect,Dinosaur,,1000.0,1000.0,3.0,FIRE,28728,2,1,1
Jurrac Dino,Tuner Monster,effect,Dinosaur,,1700.0,800.0,3.0,FIRE,62640,3,0,3
Jurrac Gallim,Tuner Monster,effect,Dinosaur,,1200.0,0.0,2.0,FIRE,48659,2,1,1
Jurrac Giganoto,Synchro Monster,synchro,Dinosaur,,2100.0,1800.0,7.0,FIRE,57701,4,3,1
Jurrac Guaiba,Effect Monster,effect,Dinosaur,,1700.0,400.0,4.0,FIRE,54586,2,0,2
Jurrac Herra,Effect Monster,effect,Dinosaur,,2300.0,1500.0,6.0,FIRE,35182,2,0,2
Jurrac Iguanon,Effect Monster,effect,Dinosaur,,1700.0,700.0,4.0,FIRE,32729,1,2,-1
Jurrac Impact,Trap Card,trap,Normal,,,,,,60094,4,0,4
Jurrac Megalo,Tuner Monster,effect,Dinosaur,,500.0,1300.0,1.0,FIRE,309532,0,0,0
Jurrac Meteor,Synchro Monster,synchro,Dinosaur,,2800.0,2000.0,10.0,FIRE,273446,7,1,6
Jurrac Monoloph,Tuner Monster,effect,Dinosaur,,1500.0,1200.0,3.0,FIRE,42944,2,2,0
Jurrac Protops,Effect Monster,effect,Dinosaur,,1700.0,1200.0,4.0,FIRE,51424,1,1,0
Jurrac Ptera,Effect Monster,effect,Dinosaur,,800.0,1500.0,3.0,FIRE,27438,2,0,2
Jurrac Spinos,Effect Monster,effect,Dinosaur,,2600.0,1700.0,7.0,FIRE,30014,1,1,0
Jurrac Stauriko,Effect Monster,effect,Dinosaur,,500.0,400.0,2.0,FIRE,34523,3,0,3
Jurrac Stego,Effect Monster,effect,Dinosaur,,1700.0,900.0,4.0,FIRE,98488,0,0,0
Jurrac Titano,Effect Monster,effect,Dinosaur,,3000.0,2800.0,9.0,FIRE,62897,4,1,3
Jurrac Tyrannus,Effect Monster,effect,Dinosaur,,2500.0,1400.0,7.0,FIRE,33884,2,0,2
Jurrac Velo,Effect Monster,effect,Dinosaur,,1700.0,1000.0,4.0,FIRE,46389,2,0,2
Jurrac Velphito,Synchro Monster,synchro,Dinosaur,,-1.0,-1.0,5.0,FIRE,96584,5,3,2
Jurrac Volcano,Spell Card,spell,Field,,,,,,74356,0,0,0
Just Desserts,Trap Card,trap,Normal,,,,,,479924,9,0,9
Justi-Break,Trap Card,trap,Normal,,,,,,105606,3,1,2
Justice Bringer,Effect Monster,effect,Warrior,,1700.0,1000.0,4.0,EARTH,37290,5,0,5
Justice of Prophecy,Effect Monster,effect,Spellcaster,,1600.0,800.0,3.0,EARTH,55026,0,0,0
Jutte Fighter,Tuner Monster,effect,Warrior,,700.0,900.0,2.0,EARTH,98680,2,1,1
K9-04 Noroi,Effect Monster,effect,Machine,Forbidden,2200.0,1500.0,5.0,EARTH,387228,0,0,0
"K9-17 ""Ripper""",XYZ Monster,xyz,Warrior,,2300.0,1800.0,5.0,WIND,578890,0,0,0
K9-17 Izuna,Effect Monster,effect,Warrior,,2100.0,1600.0,5.0,EARTH,1037001,0,0,0
K9-66a Jokul,Effect Monster,effect,Aqua,Limited,2000.0,1900.0,5.0,DARK,710161,0,0,0
K9-66b Lantern,Effect Monster,effect,Pyro,,2000.0,1900.0,5.0,DARK,488536,0,0,0
"K9-66X ""Jacks""",XYZ Monster,xyz,Fiend,,2600.0,2500.0,5.0,DARK,175798,0,0,0
K9-EW Special Release Experiment,Trap Card,trap,Normal,,,,,,33854,0,0,0
K9-LC Release Restraint,Spell Card,spell,Quick-Play,,,,,,58112,0,0,0
"K9-ØØ ""Hound""",XYZ Monster,xyz,Beast-Warrior,,2500.0,2500.0,5.0,LIGHT,191357,0,0,0
K9-ØØ Lupis,Effect Monster,effect,Beast-Warrior,,2300.0,200.0,5.0,EARTH,520079,0,0,0
"K9-X ""Ripper/M""",XYZ Monster,xyz,Beast,,3100.0,2600.0,9.0,WIND,51318,0,0,0
"K9-X ""Werewolf""",XYZ Monster,xyz,Beast-Warrior,,3300.0,2500.0,9.0,LIGHT,376259,0,0,0
K9-X Forced Release,Spell Card,spell,Quick-Play,,,,,,245042,0,0,0
KA-2 Des Scissors,Effect Monster,effect,Machine,,1000.0,1000.0,4.0,DARK,61464,0,0,0
Kabazauls,Normal Monster,normal,Dinosaur,,1700.0,1500.0,4.0,WATER,119126,6,0,6
Kabuki Dragon,Effect Monster,effect,Dragon,,2300.0,2100.0,6.0,LIGHT,14240,2,0,2
Kachi Kochi Dragon,XYZ Monster,xyz,Dragon,,2100.0,1300.0,4.0,EARTH,57038,5,4,1
Kagemucha Knight,Effect Monster,effect,Warrior,,0.0,0.0,3.0,DARK,260934,15,1,14
Kagemusha of the Blue Flame,Normal Monster,normal,Warrior,,800.0,400.0,2.0,EARTH,216078,3,2,1
Kagemusha of the Six Samurai,Tuner Monster,effect,Warrior,,400.0,1800.0,2.0,EARTH,129634,3,0,3
Kageningen,Normal Monster,normal,Warrior,,800.0,600.0,2.0,DARK,36290,3,1,2
Kagero the Cannon Ninja,Effect Monster,effect,Warrior,,1600.0,2000.0,4.0,FIRE,79387,0,0,0
Kagetokage,Effect Monster,effect,Reptile,,1100.0,1500.0,4.0,DARK,300744,4,1,3
"Kahkki, Guerilla of Dark World",Effect Monster,effect,Fiend,,300.0,500.0,2.0,DARK,106817,2,0,2
Kahyoreigetsu,Spell Card,spell,Equip,,,,,,49534,6,1,5
Kai-Den Kendo Spirit,Spirit Monster,effect_pendulum,Warrior,,2400.0,1000.0,5.0,WIND,81778,3,2,1
Kaibaman,Effect Monster,effect,Warrior,,200.0,700.0,3.0,LIGHT,204818,12,5,7
Kaibaman the Legend,Tuner Monster,effect,Warrior,,200.0,700.0,1.0,LIGHT,112935,0,0,0
Kaiju Capture Mission,Trap Card,trap,Continuous,,,,,,88062,2,1,1
Kaiki the Unity Star,Effect Monster,effect,Warrior,,1000.0,2100.0,5.0,LIGHT,69652,7,0,7
Kairo Ryu-Ge Emva,Effect Monster,effect,Sea Serpent,,3000.0,2000.0,10.0,WATER,110955,0,0,0
Kairyu-Shin,Normal Monster,normal,Sea Serpent,,1800.0,1500.0,5.0,WATER,50216,11,0,11
Kairyu-Shin's Dark Reef,Trap Card,trap,Normal,,,,,,72103,2,0,2
Kaiser Colosseum,Spell Card,spell,Continuous,Forbidden,,,,,236653,3,0,3
Kaiser Dragon,Fusion Monster,fusion,Dragon,,2300.0,2000.0,7.0,LIGHT,40727,3,3,0
Kaiser Glider,Effect Monster,effect,Dragon,,2400.0,2200.0,6.0,LIGHT,294555,5,3,2
Kaiser Glider - Golden Burst,Effect Monster,effect,Dragon,,2400.0,2200.0,6.0,LIGHT,42761,6,2,4
Kaiser Sea Horse,Effect Monster,effect,Sea Serpent,,1700.0,1650.0,4.0,LIGHT,201697,9,0,9
Kaiser Sea Snake,Effect Monster,effect,Sea Serpent,,2500.0,1000.0,8.0,WATER,29177,2,0,2
Kaiser Vorse Raider,Effect Monster,effect,Beast-Warrior,,1900.0,1200.0,5.0,DARK,107996,2,0,2
Kaitoptera,Effect Monster,effect,Dinosaur,,1400.0,1000.0,4.0,WIND,99642,0,0,0
Kaiza the Hidden Star,Effect Monster,effect,Warrior,,1000.0,2100.0,5.0,EARTH,39181,0,0,0
"Kalantosa, Mystical Beast of the Forest",Effect Monster,effect,Beast,,200.0,1400.0,2.0,EARTH,270714,2,0,2
Kaminari Attack,Fusion Monster,fusion,Thunder,,1900.0,1400.0,5.0,WIND,274794,3,0,3
Kaminote Blow,Spell Card,spell,Normal,,,,,,63575,1,0,1
"Kamion, the Timelord",Effect Monster,effect,Fairy,,0.0,0.0,10.0,EARTH,144192,5,1,4
Kamionwizard,Fusion Monster,fusion,Spellcaster,,1300.0,1100.0,4.0,DARK,49386,3,1,2
"Kamui, Hope of Gusto",Flip Effect Monster,effect,Psychic,,200.0,1000.0,2.0,WIND,28198,2,0,2
Kanan the Swordmistress,Normal Monster,normal,Warrior,,1400.0,1400.0,4.0,EARTH,19300,6,1,5
Kangaroo Champ,Effect Monster,effect,Beast,,800.0,700.0,4.0,EARTH,59614,3,2,1
Kanzashi the Rikka Queen,XYZ Monster,xyz,Plant,,2400.0,2400.0,6.0,WATER,118827,8,1,7
Karakuri Anatomy,Spell Card,spell,Continuous,,,,,,51240,2,0,2
"Karakuri Barrel mdl 96 ""Shinkuro""",Tuner Monster,effect,Machine,,400.0,400.0,2.0,EARTH,51249,2,0,2
"Karakuri Bonze mdl 9763 ""Kunamzan""",Effect Monster,effect,Machine,,2000.0,1500.0,5.0,EARTH,75358,4,0,4
"Karakuri Bushi mdl 6318 ""Muzanichiha""",Effect Monster,effect,Machine,,1800.0,600.0,4.0,EARTH,31740,1,0,1
Karakuri Cash Cache,Spell Card,spell,Normal,,,,,,59094,1,0,1
Karakuri Cash Inn,Trap Card,trap,Normal,,,,,,41262,2,0,2
Karakuri Cash Shed,Trap Card,trap,Counter,,,,,,23558,2,1,1
"Karakuri Gama mdl 4624 ""Shirokunishi""",Tuner Monster,effect,Machine,,200.0,1000.0,1.0,EARTH,74198,2,1,1
Karakuri Gama Oil,Spell Card,spell,Equip,,,,,,50033,2,1,1
Karakuri Gold Dust,Spell Card,spell,Quick-Play,,,,,,23486,2,0,2
Karakuri Klock,Trap Card,trap,Normal,,,,,,18377,2,0,2
"Karakuri Komachi mdl 224 ""Ninishi""",Tuner Monster,effect,Machine,,0.0,1900.0,3.0,EARTH,91010,3,0,3
"Karakuri Merchant mdl 177 ""Inashichi""",Effect Monster,effect,Machine,,500.0,1500.0,2.0,EARTH,101069,4,0,4
"Karakuri Muso mdl 818 ""Haipa""",Effect Monster,effect,Machine,,2100.0,1100.0,4.0,EARTH,34145,1,1,0
"Karakuri Ninja mdl 339 ""Sazank""",Effect Monster,effect,Machine,,1200.0,1200.0,3.0,EARTH,45381,5,0,5
"Karakuri Ninja mdl 7749 ""Nanashick""",Effect Monster,effect,Machine,,2200.0,1800.0,5.0,EARTH,42483,2,1,1
"Karakuri Ninja mdl 919 ""Kuick""",Effect Monster,effect,Machine,,1700.0,1500.0,4.0,EARTH,59148,2,0,2
"Karakuri Shogun mdl 00 ""Burei""",Synchro Monster,synchro,Machine,,2600.0,1900.0,7.0,EARTH,96270,8,3,5
Karakuri Showdown Castle,Spell Card,spell,Field,,,,,,31938,1,0,1
"Karakuri Soldier mdl 236 ""Nisamu""",Effect Monster,effect,Machine,,1400.0,200.0,4.0,EARTH,53560,1,0,1
Karakuri Spider,Effect Monster,effect,Machine,,400.0,500.0,2.0,EARTH,32311,3,1,2
"Karakuri Steel Shogun mdl 00X ""Bureido""",Synchro Monster,synchro,Machine,,2800.0,1700.0,8.0,EARTH,107445,6,0,6
"Karakuri Strategist mdl 248 ""Nishipachi""",Tuner Monster,effect,Machine,,500.0,1600.0,3.0,EARTH,83088,2,0,2
"Karakuri Super Shogun mdl 00N ""Bureibu""",Synchro Monster,synchro,Machine,,3000.0,1500.0,9.0,EARTH,94639,6,0,6
Karakuri Trick House,Trap Card,trap,Normal,,,,,,30078,1,0,1
"Karakuri Watchdog mdl 313 ""Saizan""",Tuner Monster,effect,Machine,,600.0,1800.0,4.0,EARTH,79678,4,0,4
Karate Man,Effect Monster,effect,Warrior,,1000.0,1000.0,3.0,EARTH,176210,4,5,-1
Karbonala Warrior,Fusion Monster,fusion,Warrior,,1500.0,1200.0,4.0,EARTH,379452,2,0,2
Karma Cut,Trap Card,trap,Normal,,,,,,239563,14,2,12
Karma of the Destruction Swordsman,Spell Card,spell,Quick-Play,,,,,,52484,3,0,3
Kasha,Effect Monster,effect,Zombie,,-1.0,1000.0,8.0,EARTH,71643,7,0,7
Kashtira Akstra,Spell Card,spell,Quick-Play,,,,,,19580,0,0,0
Kashtira Arise-Heart,XYZ Monster,xyz,Machine,Forbidden,3000.0,3000.0,7.0,DARK,280936,0,0,0
Kashtira Big Bang,Trap Card,trap,Normal,,,,,,111095,0,0,0
Kashtira Birth,Spell Card,spell,Continuous,,,,,,609750,1,0,1
Kashtira Fenrir,Effect Monster,effect,Psychic,,2400.0,2400.0,7.0,EARTH,2446607,3,0,3
Kashtira Ogre,Effect Monster,effect,Psychic,,2800.0,1000.0,7.0,WATER,233530,1,0,1
Kashtira Overlap,Spell Card,spell,Quick-Play,,,,,,23488,0,0,0
Kashtira Preparations,Trap Card,trap,Continuous,,,,,,117288,1,0,1
Kashtira Riseheart,Effect Monster,effect,Warrior,,1500.0,2100.0,4.0,FIRE,508414,0,0,0
Kashtira Shangri-Ira,XYZ Monster,xyz,Psychic,,0.0,3000.0,7.0,FIRE,331435,1,0,1
Kashtira Unicorn,Effect Monster,effect,Psychic,,2500.0,2100.0,7.0,WIND,1052017,2,0,2
Kashtiratheosis,Spell Card,spell,Normal,,,,,,406160,0,0,0
"Kayenn, the Master Magma Blacksmith",Effect Monster,effect,Rock,,1200.0,200.0,3.0,FIRE,16507,1,1,0
Kazejin,Effect Monster,effect,Spellcaster,,2400.0,2200.0,7.0,WIND,279612,7,1,6
"Keaf, Murk of the Ghoti",Effect Monster,effect,Fish,,0.0,1500.0,2.0,WATER,76858,0,0,0
"Keel, Shipwright Fur Hire",Link Monster,link,Sea Serpent,,1800.0,,,WATER,37130,0,0,0
Keeper of Dragon Magic,Effect Monster,effect,Dragon,,1800.0,1300.0,4.0,DARK,696426,22,1,21
Keeper of the Shrine,Effect Monster,effect,Dragon,,0.0,2100.0,4.0,DARK,222095,8,3,5
Kelbek,Effect Monster,effect,Fairy,,1500.0,1800.0,4.0,EARTH,323452,4,0,4
Kelbek the Ancient Vanguard,Effect Monster,effect,Fairy,Forbidden,1500.0,1800.0,4.0,EARTH,412958,1,0,1
Keldo,Effect Monster,effect,Fairy,,1200.0,1600.0,4.0,EARTH,156310,0,1,-1
Keldo the Sacred Protector,Effect Monster,effect,Fairy,Limited,1200.0,1600.0,4.0,EARTH,578511,0,0,0
Ken the Warrior Dragon,Effect Monster,effect,Warrior,,1300.0,1550.0,3.0,LIGHT,133294,0,0,0
"Kerzebs, the Gaoled Glutton",XYZ Monster,xyz,Beast,,700.0,2500.0,7.0,DARK,31101,0,0,0
Ketu Dracotail,Spell Card,spell,Normal,Limited,,,,,498561,0,0,0
"Keurse, the Ogdoadic Light",Effect Monster,effect,Reptile,,400.0,2400.0,8.0,LIGHT,167975,0,0,0
Kewl Tune B2B,Synchro Tuner Monster,synchro,Fiend,,3200.0,0.0,10.0,DARK,201953,0,0,0
Kewl Tune Clip,Tuner Monster,effect,Thunder,,800.0,1000.0,2.0,DARK,248845,0,0,0
Kewl Tune Crackle,Synchro Tuner Monster,synchro,Thunder,,800.0,2000.0,5.0,DARK,117989,0,0,0
Kewl Tune Cue,Tuner Monster,effect,Fairy,,900.0,1900.0,3.0,LIGHT,396515,0,0,0
Kewl Tune Loudness War,Synchro Tuner Monster,synchro,Machine,,0.0,3000.0,6.0,LIGHT,260449,0,0,0
Kewl Tune Mix,Tuner Monster,effect,Warrior,,100.0,2000.0,2.0,WIND,327001,0,0,0
Kewl Tune Playlist,Trap Card,trap,Normal,,,,,,61857,0,0,0
Kewl Tune Reco,Tuner Monster,effect,Fiend,,1500.0,800.0,3.0,FIRE,402828,0,0,0
Kewl Tune Remix,Synchro Tuner Monster,synchro,Warrior,,1500.0,2000.0,5.0,DARK,303765,0,0,0
Kewl Tune Rotary,Tuner Monster,effect,Cyberse,,100.0,800.0,1.0,LIGHT,249872,0,0,0
Kewl Tune RS,Synchro Tuner Monster,synchro,Fiend,,1700.0,2400.0,5.0,DARK,332136,0,0,0
Kewl Tune Synchro,Spell Card,spell,Quick-Play,,,,,,288325,0,0,0
Kewl Tune Track Maker,Synchro Tuner Monster,synchro,Machine,,0.0,2500.0,4.0,LIGHT,295087,0,0,0
Key Mace,Normal Monster,normal,Fairy,,400.0,300.0,1.0,LIGHT,40544,5,0,5
Key Mace #2,Normal Monster,normal,Fiend,,1050.0,1200.0,4.0,DARK,21537,3,0,3
Key Man the Key Warrior,Effect Monster,effect,Warrior,,1000.0,500.0,2.0,EARTH,10766,1,0,1
Key Mouse,Tuner Monster,effect,Beast,,100.0,100.0,1.0,EARTH,63061,3,0,3
Khaos Starsource Dragon,Fusion Monster,fusion,Dragon,,2500.0,2500.0,8.0,LIGHT,600825,0,0,0
Kickfire,Trap Card,trap,Continuous,,,,,,18168,1,0,1
Kid Guard,Trap Card,trap,Normal,,,,,,24836,1,0,1
Kidmodo Dragon,Effect Monster,effect,Dragon,,100.0,200.0,3.0,EARTH,87048,9,1,8
Kikinagashi Fucho,XYZ Monster,xyz,Winged Beast,,0.0,0.0,1.0,WIND,353015,4,2,2
Killer Needle,Normal Monster,normal,Insect,,1200.0,1000.0,4.0,WIND,153846,2,2,0
King Beast Barbaros,Effect Monster,effect,Beast-Warrior,,3000.0,1200.0,8.0,EARTH,44772,7,1,6
King Dragun,Fusion Monster,fusion,Dragon,,2400.0,1100.0,7.0,DARK,384647,12,1,11
King Fog,Normal Monster,normal,Fiend,,1000.0,900.0,3.0,DARK,189891,6,2,4
King of Destruction - Xexex,Effect Monster,effect,Fiend,,3000.0,2500.0,10.0,DARK,22055,7,0,7
King of the Ashened City,Effect Monster,effect,Pyro,,1400.0,2700.0,8.0,DARK,111241,0,0,0
King of the Beasts,Effect Monster,effect,Beast,,2500.0,800.0,7.0,EARTH,27042,4,1,3
King of the Feral Imps,XYZ Monster,xyz,Reptile,Forbidden,2300.0,2000.0,4.0,DARK,409085,7,1,6
King of the Skull Servants,Effect Monster,effect,Zombie,,-1.0,0.0,1.0,DARK,387605,30,1,29
King of the Swamp,Effect Monster,effect,Aqua,,500.0,1100.0,3.0,WATER,998307,11,1,10
King of Yamimakai,Normal Monster,normal,Fiend,,2000.0,1530.0,5.0,DARK,229020,7,0,7
King Pyron,Gemini Monster,effect,Pyro,,1500.0,500.0,5.0,FIRE,38666,3,1,2
King Scarlet,Trap Card,trap,Continuous,,,,,,72431,2,2,0
King Tiger Wanghu,Effect Monster,effect,Beast,,1700.0,1000.0,4.0,EARTH,267046,5,0,5
King's Consonance,Trap Card,trap,Normal,,,,,,56482,3,1,2
King's Knight,Effect Monster,effect,Warrior,,1600.0,1400.0,4.0,LIGHT,327191,5,1,4
King's Resonance,Trap Card,trap,Normal,,,,,,33623,0,0,0
King's Sarcophagus,Spell Card,spell,Continuous,,,,,,596001,0,0,0
King's Synchro,Trap Card,trap,Normal,,,,,,77657,9,2,7
